GOOGL,38
MSFT,1288
XOM,0
AMZN,49
JNJ,0
GE,0
T,0
WFC,26
JPM,928
WMT,0
PG,0
VZ,0
PFE,0
CVX,0
ORCL,538
HD,275
INTC,585
MRK,0
DIS,29
PM,0
PEP,0
IBM,577
CSCO,297
BAC,3291
MO,0
UNH,0
BMY,0
MDT,0
SLB,0
MMM,0
MCD,126
CVS,0
UPS,0
AGN,0
HON,0
WBA,0
UTX,0
BA,0
QCOM,1151
COST,0
LOW,190
USB,1805
GS,486
SPG,430
PCLN,65
AXP,696
OXY,0
BLK,232
MS,2795
F,6410
