2016-02-29,1000000,135522.6,125806.31,125315.41,180205.65,66917.68,57906.98,102209.94,202896.5
2016-03-01,1020003.18,139404.8,129123.76,128383.25,182681.13,68210.44,58639.47,105378.16,204963.24
2016-03-02,1025042.91,139846.75,130544.29,128521.43,186750.89,68428,59194.23,106024.52,205702.34
2016-03-03,1027735.46,139309.13,130365.44,129061.93,186714.42,68671.92,59445.5,107131.9,207004.76
2016-03-04,1029307.84,139103.86,130020.7,120957.07,186766.02,69198.7,59352.28,107680.6,208112.73
2016-03-07,1033031.12,139252.64,132428.18,120829.9,188596.86,69401.78,59708.48,108067.72,206629.68
2016-03-08,1025928.63,138838.82,126977.87,120521.17,187662.2,69139.69,59749.77,107013.87,215988.3
2016-03-09,1030466.305,140933.205,128352.21,120678.44,187457.92,69263.68,59587.96,106530.57,214619.38
2016-03-10,1031074.92,140572.04,128782.88,123609.07,188437.06,69132.84,59943.81,106387.49,214188.15
2016-03-11,1043125.7,142874.28,131050.94,126071.65,190406.97,69907.26,60070.37,108491.2,212185.12
2016-03-14,1040497.55,142750.48,129382.46,126674.47,189611.86,70111.58,60029.82,108232.8,211636.17
2016-03-15,1039135.05,142691.63,129017.72,127206.4,189786.16,70146.5,60293.95,107740.17,212228.99
2016-03-16,1041381.87,143978.43,129757.35,128230.14,188040.87,70461.71,60752.84,107656.69,212480.31
2016-03-17,1047867.85,144309.53,131869.95,127987.91,186267.62,71818.78,61280.71,108745.44,214799.14
2016-03-18,1052393.47,144495.24,131436.01,128384.8,188686.74,72601.89,60532.28,110843.64,214624.1
2016-03-21,1055074.92,144892.76,131959.05,128635.45,189050.46,73032.21,60996.12,111176.89,215152.21
2016-03-22,1050087.15,144884.56,130464.27,127817.14,189705,72882.97,60598.98,110238.82,213315.64
2016-03-23,1045483.7,143136.1,128984.59,127221.3,189930.92,72446.93,60397.77,109889.21,213432.03
2016-03-24,1045334.53,143549.8,128993.76,127303.71,188197.52,72302.86,60993.08,109312.67,213444.87
2016-03-28,1045215.39,143024.68,129017.89,127108.92,187933.65,72502.39,61147.33,109298.13,213946.14
2016-03-29,1053156.46,144569.35,129316.16,128650.46,191489.81,72470.53,61786.6,109674.3,215189.35
2016-03-30,1057569.8,145592.05,121478.47,129588.79,190936.81,72479.14,61695.27,109860.5,216631.67
2016-03-31,1054858.11,145655.24,129959.99,128654.4,190006.74,72155.99,61489.11,110772.6,216135.43
2016-04-01,1060514.53,146601.44,128162.18,129547.27,192110.27,72377.14,61333.36,111175.38,219178.88
2016-04-04,1059462.33,145022.22,128551.48,128658.38,194306.09,71772.82,61813.86,110362.62,207871.37
2016-04-05,1049994.38,142900.27,127831.79,128063.86,191744.79,71551.16,61514.5,120117,206261.37
2016-04-06,1059890.47,144568.37,130063.8,129113.64,195600.46,71917.92,60715.68,120195.51,207705.45
2016-04-07,1047608.55,142705.92,128474.51,127655.92,191697.62,71515.47,60142.41,117589.41,205305.03
2016-04-08,1051593.11,145688.05,131003.15,127490.59,191099.85,71794.89,60104.88,118284.24,206124.99
