GOOGL,6
MSFT,700
XOM,431
AMZN,54
JNJ,178
GE,505
T,1137
WFC,543
JPM,399
WMT,128
PG,86
VZ,231
PFE,906
CVX,116
ORCL,422
HD,87
INTC,387
MRK,642
DIS,452
PM,127
PEP,173
IBM,180
CSCO,169
BAC,1105
MO,25
UNH,311
BMY,179
MDT,64
SLB,10
MMM,16
MCD,298
CVS,274
UPS,175
AGN,199
HON,325
WBA,501
UTX,3
BA,63
QCOM,214
COST,96
LOW,71
USB,722
GS,168
SPG,80
PCLN,13
AXP,20
OXY,367
BLK,7
MS,1247
F,2711
